111.752983,used on a class project,"",no experience,"",ER,767cc3b1-2704-4282-a808-5e7b18a226fd,767cc3b1-2704-4282-a808-5e7b18a226fd,767cc3b1-2704-4282-a808-5e7b18a226fd
64.038186,used on a class project,2,used on a class project,2,UML,08de56d6-e9d8-4280-9779-f5fea9727ec0,08de56d6-e9d8-4280-9779-f5fea9727ec0,08de56d6-e9d8-4280-9779-f5fea9727ec0
69.046223,used on one project in industry,1,learned in class or from book,1,"",e7301475-811b-471d-8e7a-b4d3b999bfb3,e7301475-811b-471d-8e7a-b4d3b999bfb3,e7301475-811b-471d-8e7a-b4d3b999bfb3
54.643254,learned in class or from book,2,learned in class or from book,0,"",da4addea-d24f-4227-ae20-db8d906956be,da4addea-d24f-4227-ae20-db8d906956be,da4addea-d24f-4227-ae20-db8d906956be
77.4955,no experience,2,learned in class or from book,1,"UML, ER, BPMN",be3bd3f1-7cf5-4354-b7d6-70aa0df1424a,be3bd3f1-7cf5-4354-b7d6-70aa0df1424a,be3bd3f1-7cf5-4354-b7d6-70aa0df1424a
67.836652,learned in class or from book,1,learned in class or from book,1,UML,1e8ee981-3bc2-497c-a7ef-7fba32865218,1e8ee981-3bc2-497c-a7ef-7fba32865218,1e8ee981-3bc2-497c-a7ef-7fba32865218
87.044581,learned in class or from book,"",learned in class or from book,"","",11089388-175e-4194-972f-a9f835a1aad0,11089388-175e-4194-972f-a9f835a1aad0,11089388-175e-4194-972f-a9f835a1aad0
40.848199,used on a class project,2,learned in class or from book,0,BPMN,81ecbdd8-3302-465e-bcc8-21dc757d57fc,81ecbdd8-3302-465e-bcc8-21dc757d57fc,81ecbdd8-3302-465e-bcc8-21dc757d57fc
88.542786,used on a class project,6,used on a class project,"2,5",ER,c8d304d8-8e57-4a77-b381-cfc00f1ac9ac,c8d304d8-8e57-4a77-b381-cfc00f1ac9ac,c8d304d8-8e57-4a77-b381-cfc00f1ac9ac
68.574354,used on a class project,3,used on a class project,3,UML,419233e8-17be-460a-a46c-d0319ee260f7,419233e8-17be-460a-a46c-d0319ee260f7,419233e8-17be-460a-a46c-d0319ee260f7
35.091807,used on one project in industry,5,used on one project in industry,1,"UML, ER, etc.",28bd6c19-f114-4eb1-b43f-ed5bbcd2a685,28bd6c19-f114-4eb1-b43f-ed5bbcd2a685,28bd6c19-f114-4eb1-b43f-ed5bbcd2a685
94.592359,used on a class project,3 years,learned in class or from book,2 years,"UML, BPMN, ER",af19c26f-2283-4e27-89b4-ed43cd579899,af19c26f-2283-4e27-89b4-ed43cd579899,af19c26f-2283-4e27-89b4-ed43cd579899
63.338868,no experience,0,no experience,0,"",69620817-7e69-4529-a88a-b4cea9b9b675,69620817-7e69-4529-a88a-b4cea9b9b675,69620817-7e69-4529-a88a-b4cea9b9b675
