Stakeholders,"Next QR, Order Item, and Tray",complex,5.657333,scale_0,-1
Create Program,Get Delays,medium,18.101392,scale_0,1
Create Program,Get Delays,medium,2.071003
Get Sun Data,Confirm Coffee Preferences,simple,15.466711,scale_0,1
Create Program,Get Delays,medium,8.142987,scale_0,0
Create Program,Get Delays,medium,6.166306,scale_0,0
Get Delays,Create Program,medium,11.738925,scale_0,1
Get Delays,Create Program,medium,23.072398,scale_0,0
"Next QR, Order Item, and Tray",Stakeholders,complex,11.422098,scale_0,-1
Get Delays,Create Program,medium,10.836351,scale_0,1
Get Sun Data,Confirm Coffee Preferences,simple,25.372036,scale_0,-1
"Next QR, Order Item, and Tray",Stakeholders,complex,9.929068,scale_0,-1
Get Delays,Create Program,medium,67.97971,scale_0,1
Get Sun Data,Confirm Coffee Preferences,simple,11.715465,scale_0,-2
Get Sun Data,Confirm Coffee Preferences,simple,110.921386,scale_0,-1
Get Sun Data,Confirm Coffee Preferences,simple,42.203145,scale_0,1
Create Program,Get Delays,medium,7.247164,scale_0,0
"Next QR, Order Item, and Tray",Stakeholders,complex,3.443105,scale_0,0
Stakeholders,"Next QR, Order Item, and Tray",complex,5.78511,scale_0,-1
Get Delays,Create Program,medium,1.27408
Get Sun Data,Confirm Coffee Preferences,simple,5.087013,scale_0,0
Confirm Coffee Preferences,Get Sun Data,simple,16.122345,scale_0,1
Get Delays,Create Program,medium,11.732646,scale_0,-1
"Next QR, Order Item, and Tray",Stakeholders,complex,34.79433,scale_0,0
Create Program,Get Delays,medium,9.23964,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,32.016906,scale_0,2
Confirm Coffee Preferences,Get Sun Data,simple,1.503056
Confirm Coffee Preferences,Get Sun Data,simple,31.469884
Create Program,Get Delays,medium,26.228899,scale_0,0
Create Program,Get Delays,medium,54.158235,scale_0,0
Get Sun Data,Confirm Coffee Preferences,simple,103.755161,scale_0,2
Get Sun Data,Confirm Coffee Preferences,simple,26.821981,scale_0,2
Get Delays,Create Program,medium
Create Program,Get Delays,medium,6.593676,scale_0,0
Get Delays,Create Program,medium,2.693443,scale_0,0
"Next QR, Order Item, and Tray",Stakeholders,complex,5.656922,scale_0,0
Get Sun Data,Confirm Coffee Preferences,simple,19.606882,scale_0,1
Confirm Coffee Preferences,Get Sun Data,simple,21.848541,scale_0,1
Stakeholders,"Next QR, Order Item, and Tray",complex,17.512361,scale_0,1
"Next QR, Order Item, and Tray",Stakeholders,complex,7.27855,scale_0,0
Stakeholders,"Next QR, Order Item, and Tray",complex,4.163839,scale_0,1
"Next QR, Order Item, and Tray",Stakeholders,complex,10.817598,scale_0,0
Confirm Coffee Preferences,Get Sun Data,simple,29.393428,scale_0,-1
Confirm Coffee Preferences,Get Sun Data,simple,33.891176,scale_0,1
Stakeholders,"Next QR, Order Item, and Tray",complex,10.51887,scale_0,0
Get Delays,Create Program,medium
Stakeholders,"Next QR, Order Item, and Tray",complex,7.297946,scale_0,-1
"Next QR, Order Item, and Tray",Stakeholders,complex,48.90919,scale_0,1
Stakeholders,"Next QR, Order Item, and Tray",complex,9.696979,scale_0,-1
Get Delays,Create Program,medium,89.138379,scale_0,0
Get Sun Data,Confirm Coffee Preferences,simple,29.231635,scale_0,1
Get Delays,Create Program,medium,8.461944,scale_0,0
Get Sun Data,Confirm Coffee Preferences,simple,14.336798,scale_0,1
